"key","value"
"canChangeText","15"
"asTruncatedTextFrom:","10"
"composite","942"
"aTableColumn","21"
"showOnlyDestination","16"
"aPair","21"
"demoClass","27"
"edges:","19"
"generator:","37"
"IceTreeMerger","11"
"modificationForbiddenFor:index:value:","12"
"query2","50"
"announcingObject","43"
"asTraitComposition","11"
"classLayout","48"
"ds2","50"
"shape:shape:","10"
"installBaseline","11"
"zeroFinder","25"
"anOrientation","29"
"aListWidth","20"
"aNodeList","28"
"DACompositeDependency","14"
"left","1211"
"primesUpTo:","14"
"isLayered","12"
"packageSelection","21"
"restoreAfter:","47"
"elementBlock","14"
"parserClass","116"
"row:","53"
":keyword","10"
"EscapeMap","18"
"copyInContext:","34"
"gtMoveBy:","14"
"childBounds","41"
"interaction","275"
"expandedParameterValue","10"
"colorIndex","18"
"asQuaternion","15"
"aRendererSurface","15"
"allEdges","48"
"ImageMorph","28"
"repositoryDirectory","13"
"sw","69"
"evtBuf","42"
"flatten","134"
"help:","192"
"labelStream","23"
"irrelevantElements","16"
"anExtentToOccupy","16"
"layoutBounds","54"
"methodScope","11"
"currentLineNumber","12"
"u3","13"
"anEmpty","22"
"numTemps","25"
"numberOfAttributes","11"
"aJsonString","11"
"superscript","11"
"schedule:","32"
"boundsRect","10"
"drawPolygon:fillStyle:","14"
"fromEntities:","10"
"aStopIndex","11"
"invalidRect:","50"
"currentValue:","10"
"isMethodDefinition","35"
"addr","11"
"lineWidth","38"
"searchMorph","11"
"checker","62"
"sizeFor:","14"
"sdlSurface","12"
"packageC","54"
"cr","1661"
"credentials:","10"
"semaphore3","12"
"SpecLayout","99"
":window","14"
"totalWritten","16"
"mcPackage","26"
"expand","57"
"angle:","26"
"allInstancesDo:","23"
"descriptionBuilder","11"
"aTest","12"
"transformed:","22"
"jsonObject","15"
"openDef:","10"
"topRight","209"
"someObjectWithCommandContext","10"
"classForTestResult","39"
"anAnnouncementClass","23"
"linReg","16"
"textLine","44"
"isEdge","11"
"asMooseGroup","39"
"stopPoint","15"
":anEditor","15"
"isExpanded","100"
"soleChild","14"
"directed:","18"
"playinspect","10"
"phase","19"
"jsObject","14"
"getAllWindows","14"
":key","219"
"scrollPosition","48"
"isBoundToEnvironment","10"
"compareWith","10"
"childSet","14"
":token","104"
"format:","406"
"aBrTabGroup","20"
"bitsInBuffer","11"
"Clipboard","25"
"aPositionEnd","11"
"solver","461"
"ptrArity","16"
"RBCreateAccessorsForVariableRefactoring","13"
"subscope2","41"
"nameStream","14"
"RBRenameClassTransformation","10"
"keyword:arguments:","10"
"isEnabled","54"
"PRCascadingCounter","32"
"class16","30"
"aPage","186"
"includes:","2443"
"isZero","658"
"computedPosition:","14"
"isSlash","15"
"mag","18"
"tmpPackage","32"
"pts","49"
"invert:","10"
"aCollectionOfClasses","14"
"guess","104"
"anotherExample","21"
"g1","57"
"nonEmpty5ElementsNoDuplicate","17"
"ordered","26"
"cacheAt:ifAbsentPut:","64"
"mseClass","10"
"asZnUrl","139"
"newSelectedIndexes","15"
"topToBottom","22"
"anEvaluationContext","11"
"labeled:","33"
"tableHeading","37"
"materializedA","20"
"observedProcess","12"
"snippet","61"
"project:with:","100"
"outputDirectory","41"
"methodTags","17"
"firstElement","10"
"floatingRadix","11"
"date","224"
"timesCollect:","24"
"memento","116"
"warp","19"
"navigationModel","42"
":z","17"
"qj","38"
"createQueryFromScopeOf:","11"
":protocol","17"
"assert:fail:","305"
"asBag","54"
"clipboardText","14"
"primitiveGetStringKeyedBy:","36"
"print","11"
"mu","35"
"opposite","133"
"requires","32"
"ascent","169"
"aMooseModel","41"
"toolbarPresenter","11"
"lattice","80"
"fromRightCenter","30"
"selectionIndex","26"
"isCheckList","19"
"patch","91"
"Array2D","42"
":anElement","224"
"aServer","11"
"angleIncrement","30"
"GtCoderContentElement","13"
"treeWithItems","12"
"setType:buttons:position:keyValue:charCode:hand:stamp:","13"
"isMatchParent","24"
"beginElement:","12"
"childrenArray","43"
"otherProjectSpec","16"
"sides","28"
"join:","86"
"diffToParent","14"
"subDictionary","27"
"createOn:","11"
"anEventHandler","10"
"anExamples","16"
"subMorph","16"
"references","118"
"OFFSET_TIMESTAMP","64"
"lastTerm","10"
"temporaryVariable","12"
"setSelectionIndex:","16"
":sub","24"
"addToggle:target:selector:getStateSelector:enablementSelector:","25"
"deselectAll","13"
"visited","64"
"factory","281"
"resetClickState","13"
"fireEvent:","95"
"arp","23"
"isFixed:","19"
"messageNodeClass","11"
"matrix2D","16"
"repositorySpec","124"
"send:super:numArgs:","12"
"unique","10"
"definitionStream","30"
"fillWith:","91"
"barBuilder","12"
":ref","42"
"gtExamples","16"
"primSocketConnectionStatus:","16"
"aMiddle","18"
"objectPrintStringEnvironment","12"
"timeStep","26"
"axisConfigurationYRight","10"
"elementsFromModel:","26"
"readFromString:","30"
"directSuperclasses","12"
"printStringBase:length:padded:","33"
"matrix1","26"
"categoryOfElement:","24"
"collectionNameFor:","16"
"node:","87"
"byteOffset","85"
"language","96"
"ramp","19"
"aBranchName","13"
"line:to:","12"
"itemsList","16"
"loopIndex","11"
"sharedVariables:","10"
"changeFactory","44"
"qvar","16"
"methodNode","257"
"SessionManager","61"
"accumulatedWidth","20"
"CmBlockCommand","45"
"editView","47"
"lastId","21"
"allCallsOn:","11"
"maxWidth:","19"
"date:time:","14"
"domainValues","10"
"failedTests","31"
"statusLine:","29"
"itemName:","104"
"navigationStarted","10"
"aRankIndex","23"
"aMethodCoder","29"
"IconicButton","109"
"obj","199"
"first:startingWith:","27"
"WARequest","42"
"lastStepState:endTime:","11"
"gcStats","18"
"pix","37"
"isTemp","22"
"x0","25"
"signatureFromSmalltalkSelectorOn:","13"
"extraClassScope","21"
"fullGCTime","21"
"fullProjectSpec","10"
"registerClass:atIndex:usingReadSelector:usingWriteSelector:","13"
"interRanksSpacing:","11"
"xmlEncoder","11"
"firstHandler","14"
"anEncoding","13"
"p","1841"
"tanh","14"
"brush:","80"
"showColumnHeaders","23"
"spacing","31"
"RTTimelineSet","15"
"measure:with:","12"
"hexString","31"
"elementInnerBounds","12"
"da1","28"
"aMorphOrNil","10"
"fm3Prop","24"
"setBasicAuthenticationUsername:password:","13"
"deprecatedClass","14"
":asciiValue","32"
"percent","19"
"posX","16"
"RTSVGVisitor","10"
"halfPi","70"
"rootItem","21"
"examples","158"
"askBeforeDiscardingEdits","20"
"sankey","28"
"theCurrentNode","45"
"shape","2194"
"lookup","18"
"queryResult","229"
"anIndicesBlock","11"
"popTop","60"
"aPRParameters","12"
"p3m2","35"
"BlLinearGradientPaint","47"
"rd","11"
"missingExamples","10"
"commitModels","13"
"methodName","131"
"debugger","36"
"mustNotClose","12"
"destX:destY:width:height:","13"
"repositoryProperties","21"
"realClass:","11"
"aStartOffset","30"
"lineItemsCount:","29"
"aThickness","35"
"assertMethodExists:inClass:","14"
"hashMessage:","24"
"fieldType","28"
"aPageSize","10"
"nonOptions","18"
"descriptionMorph","10"
"checkoutBranch:","77"
"platforms","10"
"success","18"
"waitTimeoutMSecs:","16"
"selectedTools","20"
"aMCPatcher","12"
"folder","29"
"createClass:inPackage:","111"
"aCritic","21"
"superInheritances","22"
"whichSelectorsReferToInstanceVariable:","14"
"jump","14"
"cull:cull:cull:","43"
"asFormOfDepth:","23"
"RTStyledMultiLine","18"
"hasMetalinkAfter","23"
"RubTextSelectionColor","15"
"ActiveWorld","38"
"cascadeNode","32"
"medianPoint","10"
"caseOf:","11"
"hasHeaders","14"
"chiSquare","10"
"rulerNamed:","18"
"anIceFileDefinition","11"
"selectorEnvironment","12"
"addMethod:","64"
"orig","73"
"dataFrame","141"
"responseAfter:","14"
"methodWithTempVarAccess","12"
"undoText","14"
"currentSequence","21"
"codePoint","96"
"WARequestCookie","47"
"scheduler","68"
"roots","143"
"selectItems:","30"
"eps1eps2","42"
"mooseID","11"
"adoptQuery:","13"
"selectedSelector","24"
"superclassName","49"
"getColorSelector","17"
"delay2","25"
"projectReleaseBUtil","15"
"maxLastLineWidth","22"
"compoundDesc","11"
"noDot","18"
"annotationCacheValueClass","10"
"highlightElements","12"
"selectedInterval","17"
"packageCollectionAbstract","18"
"contractTo:","19"
"db","27"
"modifiers","170"
"closeBox","28"
"host","207"
"method:uri:","26"
"labelElements","13"
"MorphTreeColumn","41"
"EncoderForV3PlusClosures","22"
"newButton","192"
"optionAt:ifAbsent:","43"
"RunArray","37"
"subtleColor","10"
"Form","702"
"daysInYear:","10"
"labelTrachel","22"
"packagesDiff","15"
"selectedNodes","21"
"aNamedEntity","10"
"area","155"
"contentElement:","12"
"PRToc","239"
"onContainers:elements:properties:","12"
"hasFocus","41"
"atEndOfRun","16"
"png","10"
"sinh","23"
"dict1","23"
"source:","285"
":part","11"
"TLDrawableCollection","11"
"fromVersionString:","15"
"FAMIXInvocation","22"
":att","24"
"add:withConstraints:","66"
"searchField","16"
"propertyResult","13"
"attributeShape","16"
"relocate:","222"
"dataSourceManager","48"
"cachedDepth","11"
"newTrailer","17"
"viewModel:","11"
"innerElement2","18"
"moveToClasses","12"
"ColorMap","19"
"centralPoint","19"
"TSSVGPathLine","20"
"verticalGap:","30"
"errorMatrix","16"
"t1","259"
"signBit","19"
"moveCommand","71"
"rows:columns:contents:","25"
"var1","22"
"reg","12"
"assertEquality:and:","71"
"combined","18"
"hist","10"
"childrenIteratorReversed","21"
"unsignedValue","13"
"connectingEdge","12"
":aPosition","12"
"aCommand","211"
"plot","10"
"GtTranscriptInsertStringCommand","10"
"childrenCount","46"
"fromHandle:type:","32"
"IceTipDataSource","30"
"newToolSpacer","17"
"input","738"
"restoredRect","17"
":type","21"
"hashMultiply","25"
"RTCenteredAttachPoint","35"
"layoutIgnored:","10"
"setExtent:depth:","17"
"wantsDroppedMorph:event:","10"
"RBAddMethodTransformation","19"
"protocolSelection","11"
"atom","39"
"PluggableListMorph","42"
"providerTypes","14"
"newX","49"
"WideString","38"
"RTTreeMapBuilder","14"
"edgesDo:","10"
"indexEnd","14"
"FTCellMorph","67"
"validate","28"
"aColumn","233"
":requiredInputs","11"
"locked","25"
"anActualMapping","12"
"january23rd2004","56"
"itemFilter","17"
"digitValue:","24"
"manifest","215"
"positionBefore:","22"
"IceUrlBuilder","42"
"RGClassDefinition","12"
"on:","2360"
"include","14"
"arrayToInterpret","12"
"overlayElement","10"
"spot","17"
"horizontal:","20"
"rankPositionsAt:value:","17"
"named:","963"
"nodeWidth","12"
"aFinder","19"
"isRightSide","12"
"aScript","36"
"add:with:","15"
"hasSelected","17"
"newCancelButton","16"
"halo","48"
"rowHeight","42"
"ChangeSet","16"
"newRepoCommits","10"
"inNextToWrite","29"
"BlRectangle","48"
"replaceAll:with:","25"
"withColumnNames:","29"
"RTLabel","244"
"importedClasses","18"
"separator","46"
"aChildElement","152"
"resetUniqueInstance","10"
"aChain","42"
"asRegex","51"
"outer","66"
"value:start:","21"
"shz0","23"
"indexForVarNamed:","18"
"makeAllColor:","13"
"secondSeries","108"
"unifiedInstance","16"
"newClassWithInstanceVariableNames:","12"
"removedMethods","13"
"anExtranctor","32"
"needsRebuild","16"
"heightParameterName","10"
"replaceSelectionWith:","55"
"scrollBuilder","18"
"codePoints","10"
"Icons","15"
"isHidden","10"
"accC","12"
"classOrMetaClass","66"
"dfInternal","32"
"doubleAt:put:","38"
"versionComputation","28"
":arg","65"
"sortedAs:","33"
"classDefinition","25"
"FAMIXFileAnchor","11"
"aDoBlock","14"
"smoothScroller","16"
"selection:","62"
"add:selector:","126"
"touchExample","25"
"fill:rule:fillColor:","10"
"parametersFrom:","10"
"scrollFlinger","50"
"major","105"
"in:","82"
"removeEmptyCategories","10"
"serverPort","11"
"callbackContext","18"
"valueDictionary","13"
"rootProject","18"
"settingStoreOn:","11"
"anAnnotatedParagraph","13"
"swapSender:","11"
"packageNamed:","201"
"compile:","88"
"TonelParseError","13"
"isTimeForRefresh","12"
"newCode","22"
"labelShape","56"
"referenceAnchors","14"
"childrenGroup","32"
"parse:withContext:","11"
":aFM3Class","23"
"bestPoints","115"
"newCategory","37"
"increment","61"
"AlphaInfiniteForm","27"
"printOn:base:","12"
"MCVersion","116"
"realControllingElements","17"
"LIBLibrary","12"
"ensureDeleteAll","24"
"redButtonPressed","16"
"localScopeClass","28"
"gtReferences","12"
"stopIndex","201"
"currentWidth","10"
"numberOfStatements","14"
"currentColumn","11"
"maximum","39"
"xor:","10"
"sidebarTree","12"
"isDigit","95"
"hasRemoved:","11"
"anElementIn","24"
"order","155"
"eventOfClass:from:","12"
"sendCommand:","40"
"icePackage","12"
"aBlSpace","18"
"aProjectSpec","23"
"PPSea","10"
"fromHead:","12"
"settingTree","14"
"dDist","20"
"BlArrowheadSimpleArrow","65"
"newTitle","15"
"selStopIdx","16"
"newCardWithTitle:description:picture:action:","12"
"effectBounds:","10"
":aNumber","29"
"speciesClass","52"
"GtPrefixTree","26"
"collapse","14"
"aFM3PropertyDescription","10"
"IceTipCommitModel","10"
"hasFromHead","11"
"titleText:","29"
"yCorner","10"
"addDependency:","114"
"aBox","44"
"doSemanticAnalysis","55"
"ffiCalloutIn:","20"
"writeSnapshot:","11"
"className:selector:category:timeStamp:source:","218"
"queryAllIncomingInvocations","91"
"packageOrganizer","12"
"newCommitWalk","23"
"nest","12"
"penultimateLiteral","39"
"selectionEnd","13"
"creationTime","12"
"WAActionCallback","15"
"newStore","20"
"splitterWidth","21"
"packageP5FullReferee","45"
"maxX:","13"
"updateForSpawnMethod:","14"
"setMax:","11"
"linear","309"
"plugin","86"
"getTextFromModel","16"
"anAnnotation","28"
"createdClasses","38"
":elem","64"
"objects:","222"
":asso","12"
"sourceNode","120"
"ExternalType","93"
"showSpace:","15"
"commit","266"
"subqueryFromScope:of:","22"
"baseName","73"
"rootDirectory","30"
"uiTheme","12"
"vv","53"
"trachelShapeClass","10"
"asFloatPoint","65"
"outerHeight","11"
"remoteBranch","21"
"readParametersFromContext:","38"
"addAction:","15"
"lineColor","36"
"negate","107"
"expectedValue","16"
"rowMorphGetSelector:","18"
"add:translateBy:","12"
"attributeAt:ifAbsent:","43"
"tzm8","16"
"initializeView:","33"
"apply:","35"
"isImageStarting","29"
"anActualRectangle","16"
"PharoShortcuts","72"
"aMetacelloProject","14"
"baseline:with:","46"
"cwArcTo:angle:","30"
"initialPC","46"
"positionInteger","30"
"TLTreeLayout","25"
"mins","10"
"newView","20"
":signal","17"
"decorators","18"
"handle:at:","11"
"fillStyleToUse","21"
"exporter","24"
"aLinearLayout","12"
"aMessageNode","162"
"ensureDirectoryExists:","12"
"defaultName","31"
"changeParametersBy:","11"
"aHandMorph","51"
":aWidget","20"
"menuBackground","12"
"GtResourcesUtilityConstants","11"
"aRadioButton","10"
"topLeftColor","16"
"html:","80"
"asMetacelloVersionNumber","19"
"runs:values:","15"
"sizes","24"
"ZnEntityWriter","18"
"assert:","19994"
"classNamed:","613"
"ignoredByLayout","27"
"BrGlamorousToolbarLook","10"
"findItemsWith:","16"
"collectAsSet:","35"
"materializedContext1","20"
"findTokens:","69"
"ax","14"
"xAnswer","14"
"PluggableMultiColumnListMorph","15"
"axis","87"
"hasEqualElements:","61"
"ghostText","35"
"c4","19"
"london","13"
"backgroundColor","156"
"temporaryCursor","17"
"title:lesson:","38"
"aHyperDualNumber","23"
"minX","129"
"numberOfNonZeroFractionDigits","14"
":r","198"
"HandleMorph","12"
"true","7483"
"root","1127"
"OCMockCompilationClass","21"
"fieldIndex","20"
"FamixTAccess","16"
"z5","14"
"contextVariablesList","11"
"aScaleFactor","32"
"textRunEnd","32"
"theBounds","34"
"RTLayoutBuilder","16"
"mm","66"
"square","16"
"PPSequenceParser","12"
"sizeX","31"
"PRSlide","27"
"aProcessor","25"
"attachPoint","184"
"mapped","23"
"nextSets","12"
"relations","25"
"context:","125"
"cancelled","31"
"FFICallback","27"
"convertedScope","200"
"addFile:","15"
"projectBaseName","14"
"inContext:withCommand:","11"
"cursors","17"
"changeClass","95"
"recorder","32"
"year:day:","28"
"allInstances","58"
"subject","52"
"rounded","285"
"stableVersion","12"
"GtTextSlide","50"
"item03","13"
"privateOwner:","22"
"getSelectionIndex","12"
"decompiledIR","15"
"innerRadius:","46"
"FAMIXFile","11"
"aLayoutDirection","10"
"selectedPackage","23"
"methodSections","46"
"split:","35"
"dmo","10"
"maxNextLineWidth","26"
"longTestCase","16"
"isModified","62"
"countsBetween:and:","12"
"pry","10"
"selectorParts","70"
"aPager","11"
"ti","37"
"BMPReadWriter","12"
"aHaloMorph","13"
"removeFilter:","11"
"beVertical","10"
"contextMenu","30"
"Job","10"
"receiver:","69"
"configurationRegistry","17"
"aFilter","82"
"aLink","210"
"theCircleElements","14"
"secondPackage","60"
"element1","19"
"filenameMetaMap","14"
"bitShift:","718"
"grabMorph:","18"
"readerClassForFileNamed:","10"
"modelClasses","30"
"mapping","67"
"forDebugger:","14"
"template","134"
"collectionWithoutNil","12"
"dark","20"
"lowColor","19"
"detect:ifFound:","94"
"op","62"
"evaluateSelectionAndDo:","18"
"parentProjects","12"
"labelSel","14"
"anItemCellMorph","117"
"aChildBounds","17"
"ifNotNil:ifNil:","291"
"subclass","75"
"SmalltalkImage","37"
"gtDisplayText","11"
"withEntity:","18"
"labelConversion:","30"
"OSWindowAttributes","12"
"node2","67"
"myGroup","16"
"FMImporter","18"
"org","21"
"fromDefinitions:","114"
":card","17"
"changeSymbol","19"
"commitWithMessage:","314"
"hSpaceFill:","10"
"maximumUsableArea","19"
"aSetting","11"
"sorted:","193"
"firstChar","12"
"property","143"
"aStarElement","20"
"ZnMaximumEntitySize","15"
"NewValueHolder","20"
"popupText","16"
"addPlugin:","21"
"buildContents","17"
"RSView","130"
"TSAnimationLoopEvent","14"
"isEscaping","30"
"listDirection","22"
"workflow","16"
"requestor:","71"
"FFIConst","11"
"isShift","15"
"highlightedForMouseDown","15"
"isText","11"
"MockSettings","34"
"TRVITimer","19"
"setupMethodNameFor:toReturn:","10"
"CircleMorph","19"
"aBrowser","90"
"width:color:","15"
"initializeNetwork","15"
"firstKey","15"
"dataSourceBlock:","11"
"aSecondBrTabGroup","20"
"checkSession","14"
"requirements","17"
"definition","514"
"text:","1423"
"thumb","34"
"RTZoomInMove","12"
"classname:","11"
"compilerClass","16"
":eachExample","15"
"TextAlignment","14"
"from","756"
"composite:","12"
"h","476"
":aCanvas","14"
"instr","33"
"tComment","20"
"endColumn:","14"
"IRBytecodeDecompiler","89"
"resourceUrl:","14"
"owner","912"
"navigationElement","13"
"aTrigger","14"
"oldExtent","29"
"contentTabs","12"
"neighbourhood","19"
"list:","119"
"nodesAlongIncomingEdgesCount","100"
"aMouseMoveEvent","15"
"aSourceCode","14"
"findString:startingAt:","40"
"thickness","12"
"subexpression:","10"
"every:during:do:","11"
"OSJoyButtonDownEvent","10"
"browse","71"
"joinMorph","10"
"isPetitFailure","82"
"measuredExtent","25"
"encode:","58"
"person2","10"
"seqNode","17"
"BlNearestPositionTightCircleAnchor","10"
"br","38"
"rootBlock:","14"
":pos","56"
"width:","861"
"types","120"
"ClyUnionQuery","10"
"tabStr","10"
"MetacelloPlatform","147"
"mergeMorph","19"
"aBlMatrix","19"
"anime","18"
":h","43"
"methodComplexity","11"
"suffix","71"
"classesDo:","90"
"RBAddMethodChange","11"
"WAAdmin","55"
"MCRepository","15"
"total","126"
"measurer","65"
"isAllSeparators","10"
"priorEditor","10"
"WAFileHandler","13"
"figure","19"
"closureOrNil","38"
"update:to:","18"
"aMemberSpec","13"
"relativeUrl","17"
"activeDelay","25"
"FTBasicTreeListDataSource","18"
"maxLife","13"
"asAbsolute","17"
"scopingEntity","19"
"in","89"
"anyMask:","50"
